,Id,Price,Year_model,Mileage,Make
314445,318495,16981,2017,13032,Toyota
41873,41874,23987,2014,53036,Ford
269616,269617,14591,2016,48939,Nissan
734577,739944,36990,2011,113953,GMC
552114,557481,25995,2015,23199,Chrysler
821680,827047,13777,2017,24599,Hyundai
899586,904953,15993,2016,43348,Kia
207383,207384,24332,2016,39226,Jeep
1144060,1159211,20000,2016,40313,Toyota
208306,208307,25890,2015,18286,Jeep
813780,819147,13199,2014,24889,Hyundai
539725,545092,64900,2017,1033,Chevrolet
589196,594563,33995,2017,26164,Dodge
641467,646834,16998,2005,6249,Ford
411967,417334,19850,2017,29464,Buick
990313,995681,67999,2015,25007,Mercedes-Benz
766588,771955,4999,2004,115347,Honda
67194,67195,9749,2014,48942,Ford
629964,635331,8378,2009,103432,Ford
570792,576159,12495,2014,72622,Dodge
191988,191989,16900,2011,42050,BMW
494663,500030,28000,2015,17709,Chevrolet
357446,362812,12500,2013,37166,Volkswagen
472431,477798,4988,2008,120160,Chevrolet
565941,571308,16990,2016,20116,Dodge
322635,326685,6500,2009,111587,Toyota
940122,945490,42950,2015,14887,Lexus
53680,53681,18999,2016,19532,Ford
647235,652602,7000,2013,53119,Ford
1083072,1094256,34995,2016,24584,Ram
565411,570778,13677,2014,29375,Dodge
338269,343196,7995,2007,116721,Toyota
1168972,1185494,19880,2010,115243,Toyota
907262,912629,15900,2015,27887,Kia
1069733,1075101,5900,2000,175249,Nissan
701126,706493,46834,2016,19966,Ford
421324,426691,18914,2013,36763,Cadillac
279233,279234,4980,2008,89201,Nissan
1167269,1183739,26750,2012,48915,Toyota
405937,411304,15995,2015,18038,Jeep
470276,475643,20160,2015,28506,Chevrolet
517782,523149,35511,2017,21601,Chevrolet
690521,695888,34660,2014,50084,Ford
204542,204543,10995,2012,115877,Acura
360408,365775,32591,2017,32444,Volvo
569338,574705,23799,2017,15906,Dodge
1005677,1011045,13946,2016,5155,Nissan
1079393,1087423,24559,2014,63985,Ram
1060543,1065911,33990,2016,16162,Nissan
17319,17320,28000,2015,9409,GMC
385134,390501,8959,2011,79809,Hyundai
683558,688925,26888,2016,37460,Ford
582945,588312,4995,2007,122340,Dodge
683731,689098,34239,2015,33667,Ford
276284,276285,9988,2014,41865,Nissan
1051495,1056863,23349,2015,37648,Nissan
802952,808319,8698,2013,70341,Hyundai
598529,603896,10500,2016,32196,Ford
671520,676887,17995,2015,23813,Ford
650188,655555,29100,2017,17094,Ford
1146624,1161817,5998,2003,168881,Toyota
712755,718122,19959,2016,24339,GMC
1019029,1024397,17193,2016,1648,Nissan
27096,27097,33999,2010,83152,Ford
575970,581337,19599,2016,32167,Dodge
946596,951964,27998,2014,38234,Lincoln
150950,150951,53999,2015,6982,BMW
1022862,1028230,15525,2015,29779,Nissan
474563,479930,23211,2017,9300,Chevrolet
1021514,1026882,18239,2014,32980,Nissan
445284,450651,11978,2013,49295,Chevrolet
117828,117829,22231,2014,11248,Chevrolet
443620,448987,16400,2017,45287,Chevrolet
723684,729051,31000,2014,36047,GMC
1026905,1032273,8944,2013,97552,Nissan
940769,946137,36000,2015,15140,Lexus
657887,663254,29691,2016,9774,Ford
107193,107194,15000,2011,137552,Chevrolet
877083,882450,30000,2015,25850,Jeep
1041586,1046954,16990,2013,44651,Nissan
996317,1001685,24881,2016,4064,MINI
440901,446268,18200,2017,16221,Chevrolet
926677,932044,24490,2014,33077,Lexus
628689,634056,18490,2012,24818,Ford
119383,119384,16995,2011,22999,Chevrolet
744179,749546,10995,2013,23946,Honda
751274,756641,11199,2012,71952,Honda
1023500,1028868,14997,2011,59580,Nissan
901145,906512,4999,2008,113587,Kia
581573,586940,13995,2008,125395,Dodge
823302,828669,21000,2016,33159,Hyundai
104445,104446,27349,2015,61107,Chevrolet
476241,481608,9975,2013,122617,Chevrolet
709703,715070,18945,2015,27597,GMC
642842,648209,19950,2013,62152,Ford
1021501,1026869,8799,2009,90586,Nissan
219051,219052,12888,2015,12891,Kia
1116560,1131689,6995,2007,89023,Toyota
817404,822771,17490,2016,37253,Hyundai
504496,509863,29995,2014,26824,Chevrolet
1128286,1143415,16790,2015,43652,Toyota
48823,48824,15950,2014,36089,Ford
278695,278696,17481,2015,16235,Nissan
50599,50600,10990,2010,112184,Ford
968532,973900,23548,2013,48001,Mercedes-Benz
1124450,1139579,15575,2016,44295,Toyota
1093330,1108459,3700,2002,95873,Subaru
592951,598318,399000,2015,1795,Ferrari
440057,445424,11477,2014,12240,Chevrolet
1118299,1133428,14882,2016,46378,Toyota
1213883,1230676,31000,2017,26927,Volvo
745099,750466,7495,2011,104482,Honda
374496,379863,17991,2014,19376,Honda
177108,177109,24777,2011,67168,Audi
1102304,1117433,7495,2004,181785,Subaru
232372,232373,81800,2016,11134,Land
307673,311723,13990,2010,83505,Subaru
871796,877163,9500,2004,154527,Jeep
506525,511892,28900,2014,52837,Chevrolet
1200905,1217693,14900,2013,37977,Volkswagen
1079983,1088557,20995,2013,90683,Ram
1173030,1189616,34494,2016,10394,Toyota
126231,126232,18988,2016,33850,Chevrolet
647523,652890,23677,2016,60051,Ford
333877,338152,7995,2007,161016,Toyota
653983,659350,8388,2012,50575,Ford
1181696,1198377,13999,2012,113110,Toyota
488162,493529,21941,2014,45650,Chevrolet
1188131,1204919,12868,2015,20502,Volkswagen
346352,351636,29795,2013,63919,Toyota
32167,32168,32588,2014,23259,Ford
482746,488113,6995,2008,152388,Chevrolet
133144,133145,18533,2017,17489,Chevrolet
190284,190285,29900,2017,6641,BMW
823690,829057,23000,2014,19491,Hyundai
7442,7443,14500,2015,21418,Honda
4177,4178,9453,2012,89429,Honda
158584,158585,25995,2014,39243,BMW
949630,954998,38995,2014,41278,Maserati
733365,738732,12900,2009,174553,GMC
431541,436908,39000,2017,14958,Cadillac
696802,702169,40295,2016,24743,Ford
937580,942947,37995,2015,22485,Lexus
423399,428766,2988,2003,126528,Cadillac
823852,829219,8423,2007,116353,Hyundai
323701,327751,14195,2014,80981,Toyota
1049715,1055083,17999,2016,8666,Nissan
686318,691685,36927,2016,18077,Ford
365474,370841,17429,2014,21825,Honda
914854,920221,13713,2012,56437,Kia
714690,720057,19777,2014,58051,GMC
515566,520933,7500,2003,209371,Chevrolet
314434,318484,10988,2014,53414,Toyota
389200,394567,13997,2014,43985,Hyundai
81142,81143,13500,2014,50631,Dodge
273411,273412,13995,2015,54238,Nissan
1167204,1183667,21704,2013,35717,Toyota
750869,756236,17088,2016,5826,Honda
753545,758912,19990,2016,24378,Honda
557729,563096,7990,2012,79201,Dodge
435816,441183,6893,2012,52785,Chevrolet
1190985,1207773,11188,2014,36176,Volkswagen
927666,933033,33527,2015,18392,Lexus
965927,971295,19695,2014,38639,Mercedes-Benz
1139374,1154504,19700,2014,31607,Toyota
993553,998921,5995,2008,98049,MINI
917628,922995,10495,2006,121542,Land
773189,778556,7990,2005,166588,Honda
877292,882659,8551,2008,129250,Jeep
644106,649473,27000,2016,10075,Ford
922093,927460,20988,2014,27710,Lexus
632574,637941,16685,2014,17856,Ford
302325,306375,4888,2006,135097,Saab
396544,401911,4888,2004,170486,Hyundai
973204,978572,30955,2015,42673,Mercedes-Benz
741445,746812,14867,2015,27680,Honda
75919,75920,34988,2017,2964,Dodge
321311,325361,6611,2006,87256,Toyota
868599,873966,26900,2014,43363,Jeep
605393,610760,7995,2012,68336,Ford
67839,67840,33270,2015,1310,FIAT
1014681,1020049,12812,2011,49897,Nissan
752792,758159,15211,2014,39190,Honda
969061,974429,25977,2015,33777,Mercedes-Benz
601704,607071,13995,2015,42806,Ford
835437,840804,25999,2014,36806,INFINITI
472726,478093,18873,2014,21649,Chevrolet
349257,354622,9451,2007,62000,Volkswagen
665379,670746,27654,2014,40874,Ford
33777,33778,16995,2013,60402,Ford
363680,369047,5995,2009,136789,Honda
422729,428096,13600,2011,79327,Cadillac
343144,348363,18995,2010,99827,Toyota
1029987,1035355,11850,2015,17216,Nissan
560851,566218,22400,2016,37795,Dodge
668464,673831,24795,2015,25172,Ford
762777,768144,19888,2014,34235,Honda
757973,763340,7993,2009,116756,Honda
628381,633748,15088,2012,69301,Ford
583086,588453,29428,2013,37577,Dodge
1198107,1214895,16467,2017,8269,Volkswagen
984090,989458,29695,2011,51448,Mercedes-Benz
756397,761764,12993,2012,60109,Honda
1010197,1015565,13186,2016,23338,Nissan
586504,591871,27591,2016,36831,Dodge
750312,755679,16621,2014,24134,Honda
575014,580381,23800,2017,17111,Dodge
964983,970351,17581,2013,59438,Mercedes-Benz
700925,706292,46988,2017,3330,Ford
1198738,1215526,14895,2016,49461,Volkswagen
525864,531231,25699,2008,73462,Chevrolet
992959,998327,14588,2015,25852,MINI
790388,795755,41165,2016,30760,Honda
536987,542354,28988,2005,47075,Chevrolet
604757,610124,12450,2014,16364,Ford
426078,431445,25839,2014,40797,Cadillac
467574,472941,22999,2017,6742,Chevrolet
735345,740712,32800,2014,36809,GMC
870037,875404,11999,2004,109948,Jeep
1049466,1054834,23990,2016,19304,Nissan
1082301,1092720,33900,2017,22586,Ram
119317,119318,20485,2015,18601,Chevrolet
44914,44915,16999,2016,12172,Ford
140288,140289,35884,2016,896,Cadillac
1003776,1009144,17308,2017,975,Nissan
867787,873154,28049,2015,45181,Jeep
268283,268284,11989,2014,6697,Nissan
845117,850484,11215,2014,45096,Jeep
1054431,1059799,13796,2015,45310,Nissan
999313,1004681,9990,2012,75425,Mitsubishi
533381,538748,39996,2009,31789,Chevrolet
564135,569502,12995,2016,42409,Dodge
937317,942684,13795,2008,116989,Lexus
20046,20047,21795,2017,39836,GMC
1182975,1199672,35121,2014,72271,Toyota
1109792,1124921,12700,2016,41627,Toyota
323248,327298,21895,2017,24170,Toyota
351115,356480,15535,2016,38442,Volkswagen
788413,793780,28985,2014,68235,Honda
1097371,1112500,23588,2017,6724,Subaru
611062,616429,6404,2014,103135,Ford
172753,172754,14990,2011,74458,BMW
914678,920045,21495,2015,26992,Kia
888408,893775,13500,2017,28022,Kia
857605,862972,24936,2016,25804,Jeep
1193452,1210240,9275,2012,66596,Volkswagen
546593,551960,19678,2015,19570,Chrysler
954100,959468,21200,2017,4919,Mazda
952469,957837,15598,2014,23684,Mazda
621667,627034,17788,2014,26229,Ford
1076070,1081438,99578,2007,24040,Porsche
757799,763166,18825,2014,17746,Honda
642897,648264,5650,2005,120127,Ford
272726,272727,15800,2014,34633,Nissan
194387,194388,44987,2016,25800,Audi
1040534,1045902,21670,2014,47562,Nissan
434407,439774,10995,2006,328482,Cadillac
165352,165353,17995,2010,75794,BMW
718939,724306,22182,2012,83784,GMC
1142184,1157318,12927,2013,86871,Toyota
898780,904147,15990,2013,48509,Kia
466950,472317,19797,2016,5477,Chevrolet
760829,766196,7995,2009,121882,Honda
800189,805556,13483,2013,13475,Hyundai
482045,487412,24995,2017,19120,Chevrolet
556612,561979,18999,2014,93970,Chrysler
613649,619016,14623,2014,34901,Ford
308709,312759,9438,2010,133670,Subaru
484571,489938,9978,2012,88944,Chevrolet
1077820,1084496,25997,2016,16124,Ram
517325,522692,38995,2016,21469,Chevrolet
182787,182788,22500,2015,27209,Acura
144411,144412,29496,2015,38949,Buick
394955,400322,21989,2015,55341,Hyundai
898375,903742,17800,2015,9528,Kia
641565,646932,18999,2015,87949,Ford
795596,800963,14500,2017,16001,Hyundai
521724,527091,20000,2005,94265,Chevrolet
752525,757892,18340,2015,17217,Honda
396609,401976,31995,2014,53025,Hyundai
561049,566416,22299,2016,36860,Dodge
127991,127992,9999,2012,61820,Chevrolet
891340,896707,13495,2015,33403,Kia
833475,838842,16995,2013,93369,INFINITI
235624,235625,26992,2014,44477,Lexus
695975,701342,36910,2007,7910,Ford
288620,288621,14999,2016,36044,Nissan
570962,576329,18999,2016,15165,Dodge
1215093,1231886,33999,2017,17061,Volvo
628274,633641,4995,2008,127208,Ford
271434,271435,11005,2016,29684,Nissan
736889,742256,54988,2015,18200,GMC
555475,560842,13428,2015,55390,Chrysler
1076130,1081498,109900,2017,5148,Porsche
1064897,1070265,17799,2017,30588,Nissan
414037,419404,25696,2014,22055,Buick
507311,512678,34970,2016,1830,Chevrolet
737973,743340,55495,2015,40495,GMC
1196840,1213628,14495,2016,41102,Volkswagen
92042,92043,58268,2016,19751,Chevrolet
997674,1003042,12900,2015,53008,Mitsubishi
691158,696525,8995,2011,102636,Ford
642254,647621,6999,2005,139457,Ford
1168791,1185308,19998,2011,113702,Toyota
7765,7766,59280,2016,25686,GMC
1173136,1189723,35998,2017,16756,Toyota
583543,588910,13500,2007,176265,Dodge
1198844,1215632,15885,2014,25101,Volkswagen
938731,944099,37900,2015,34813,Lexus
674647,680014,23990,2013,71467,Ford
330014,334079,22319,2016,29001,Toyota
1114241,1129370,14500,2016,23377,Toyota
799779,805146,13250,2015,15807,Hyundai
1166009,1182443,3950,2000,192054,Toyota
215924,215925,12995,2003,87502,Jeep
1153401,1168884,21787,2015,45320,Toyota
817937,823304,18999,2015,22148,Hyundai
1010337,1015705,11586,2014,39949,Nissan
864496,869863,12491,2012,150998,Jeep
561817,567184,21535,2015,32029,Dodge
1108737,1123866,5500,2006,136355,Suzuki
318097,322147,16987,2016,12684,Toyota
969045,974413,9990,2004,95909,Mercedes-Benz
976272,981640,14500,2006,50843,Mercedes-Benz
734539,739906,42981,2015,55275,GMC
290222,290223,27491,2016,21020,Nissan
1123925,1139054,14500,2014,40813,Toyota
1182725,1199416,13780,2006,119101,Toyota
704307,709674,41989,2017,14467,Ford
38929,38930,26980,2015,44346,Ford
975218,980586,22900,2014,52383,Mercedes-Benz
223729,223730,11993,2015,43841,Kia
560317,565684,10600,2016,40567,Dodge
912789,918156,22000,2014,46306,Kia
641651,647018,13621,2011,116230,Ford
202691,202692,24480,2015,45776,Acura
796239,801606,10500,2014,58018,Hyundai
541341,546708,11921,2015,45595,Chrysler
1085250,1098591,42498,2016,21523,Ram
170542,170543,23500,2014,35266,BMW
61881,61882,17498,2014,4839,Ford
1184969,1201718,29991,2015,25297,Toyota
16464,16465,22581,2014,54683,GMC
210450,210451,27885,2015,27519,Jeep
470297,475664,7467,2009,83190,Chevrolet
866145,871512,20990,2017,11185,Jeep
1040486,1045854,14350,2014,84433,Nissan
660961,666328,30595,2017,19120,Ford
557182,562549,11998,2014,19614,Dodge
185861,185862,17580,2011,81571,BMW
430353,435720,31888,2017,15395,Cadillac
941413,946781,56975,2017,1205,Lexus
711257,716624,16874,2015,73740,GMC
1081715,1091721,29364,2014,43100,Ram
580239,585606,17500,2012,66161,Dodge
984000,989368,36990,2014,27443,Mercedes-Benz
726193,731560,33995,2015,21464,GMC
540380,545747,69995,2011,17117,Chevrolet
107869,107870,12795,2012,98942,Chevrolet
49862,49863,14500,2013,48825,Ford
1101601,1116730,22998,2016,43148,Subaru
721510,726877,29291,2015,35597,GMC
585793,591160,11592,2012,82808,Dodge
332825,336989,14500,2013,46739,Toyota
222096,222097,14840,2013,49148,Kia
571641,577008,21995,2017,1950,Dodge
1096267,1111396,19994,2015,33313,Subaru
431543,436910,31295,2014,45066,Cadillac
794970,800337,13900,2017,20704,Hyundai
177651,177652,22492,2013,73245,Audi
278769,278770,18900,2016,8740,Nissan
981960,987328,19988,2008,114086,Mercedes-Benz
681027,686394,24750,2011,88005,Ford
510908,516275,19013,2009,100789,Chevrolet
246443,246444,5500,2010,109849,Mazda
596518,601885,9900,2014,60754,Ford
388519,393886,15347,2017,17531,Hyundai
1174101,1190700,28990,2014,34515,Toyota
974599,979967,28992,2016,28877,Mercedes-Benz
1146178,1161361,19820,2017,11,Toyota
542047,547414,13780,2015,29460,Chrysler
148194,148195,16900,2015,17151,Buick
1189024,1205812,9450,2014,36537,Volkswagen
1070165,1075533,31389,2013,50844,Nissan
1103499,1118628,23893,2015,43184,Subaru
325501,329551,16995,2015,52690,Toyota
1085928,1099767,50000,2017,5889,Ram
304960,309010,21999,2016,6285,Subaru
1147434,1162637,13399,2014,137275,Toyota
564423,569790,16488,2015,48587,Dodge
921478,926845,12367,2010,88218,Lexus
665246,670613,26988,2016,13234,Ford
606894,612261,11299,2016,40657,Ford
753827,759194,15677,2014,60614,Honda
1055849,1061217,28585,2017,21208,Nissan
1203790,1220578,21997,2016,5638,Volkswagen
1169682,1186220,34987,2017,2808,Toyota
284081,284082,10995,2012,70230,Nissan
1187375,1204163,42497,2015,25185,Toyota
645132,650499,23988,2014,26732,Ford
1133922,1149051,20100,2017,27252,Toyota
94229,94230,49995,2016,34106,Chevrolet
262097,262098,12795,2011,107082,Mercury
321261,325311,16500,2016,43598,Toyota
489954,495321,19516,2016,18771,Chevrolet
699250,704617,9600,2003,161191,Ford
823003,828370,22583,2017,39354,Hyundai
2378,2379,19000,2016,14155,Honda
810148,815515,13495,2013,59334,Hyundai
777608,782975,7500,2007,162963,Honda
963003,968371,1950,2002,166356,Mazda
402383,407750,57977,2014,7252,Jaguar
37953,37954,14221,2007,158728,Ford
394008,399375,24517,2017,30350,Hyundai
674237,679604,23614,2015,44422,Ford
164969,164970,30989,2014,26289,BMW
1209578,1226370,30697,2014,36307,Volkswagen
849425,854792,19900,2016,20448,Jeep
625865,631232,12795,2010,41979,Ford
759996,765363,17450,2014,45922,Honda
723271,728638,23725,2013,91407,GMC
686175,691542,19991,2015,52198,Ford
279949,279950,9200,2013,91942,Nissan
540691,546058,10981,2007,91030,Chrysler
718066,723433,10825,2006,149616,GMC
149789,149790,39450,2013,41000,BMW
507553,512920,23899,2011,82246,Chevrolet
385383,390750,11941,2015,68751,Hyundai
905317,910684,17498,2016,60031,Kia
299749,301572,25971,2014,55856,Ram
410307,415674,15993,2014,56204,Buick
115827,115828,19999,2011,55793,Chevrolet
685023,690390,31899,2013,54947,Ford
1077977,1084795,21982,2014,62994,Ram
895665,901032,15975,2015,33279,Kia
728163,733530,33900,2015,54374,GMC
432889,438256,29981,2014,28596,Cadillac
40623,40624,16995,2015,83699,Ford
161817,161818,10999,2007,118777,BMW
432643,438010,45750,2016,14393,Cadillac
522666,528033,25990,2017,14289,Chevrolet
759572,764939,12995,2013,88779,Honda
265102,265103,7352,2009,91614,Mitsubishi
1165784,1182208,30294,2015,40980,Toyota
100325,100326,34500,2013,28478,Chevrolet
732945,738312,44495,2016,30123,GMC
468348,473715,15295,2015,99249,Chevrolet
989687,995055,58497,2014,33202,Mercedes-Benz
1037482,1042850,18200,2015,33121,Nissan
114548,114549,10095,2012,76071,Chevrolet
445417,450784,13500,2015,28016,Chevrolet
280899,280900,10995,2010,56682,Nissan
99530,99531,14900,2002,102598,Chevrolet
779268,784635,14991,2012,116604,Honda
263485,263486,19000,2016,29474,MINI
813794,819161,12795,2014,30109,Hyundai
850853,856220,19299,2014,23549,Jeep
911798,917165,19987,2016,36014,Kia
554453,559820,4347,2005,162982,Chrysler
777945,783312,13421,2008,127182,Honda
671611,676978,29520,2014,48693,Ford
14239,14240,16990,2004,55682,GMC
22981,22982,39223,2016,56467,Ford
608209,613576,8250,2012,61873,Ford
643182,648549,17849,2014,36205,Ford
359524,364891,24637,2016,21796,Volvo
549978,555345,10980,2008,53535,Chrysler
1177823,1194453,28000,2014,82854,Toyota
956740,962108,23911,2016,1984,Mazda
1041670,1047038,8977,2006,105583,Nissan
135451,135452,12999,2014,34261,Chevrolet
1046020,1051388,18995,2014,54874,Nissan
1111498,1126627,13999,2016,16989,Toyota
936423,941790,33000,2015,23069,Lexus
504691,510058,27861,2015,43166,Chevrolet
295835,295836,5900,2009,72439,Pontiac
465788,471155,7994,2014,75667,Chevrolet
776771,782138,9959,2006,118604,Honda
813745,819112,14990,2014,11389,Hyundai
683923,689290,30120,2017,13083,Ford
156504,156505,39990,2017,4558,BMW
65341,65342,12800,2013,42523,Ford
393608,398975,18871,2013,44480,Hyundai
317483,321533,15845,2012,60233,Toyota
301518,304942,29599,2011,97860,Ram
511517,516884,9900,2008,180537,Chevrolet
891844,897211,12995,2016,11481,Kia
1086372,1100557,52995,2017,2506,Ram
204536,204537,23000,2017,8970,Acura
620589,625956,19000,2014,9235,Ford
753735,759102,6851,2003,47686,Honda
1133462,1148591,17975,2015,58547,Toyota
604848,610215,10668,2012,62312,Ford
212228,212229,29499,2014,63284,Jeep
224570,224571,17995,2016,41041,Kia
305973,310023,19890,2016,38295,Subaru
475628,480995,18995,2015,27529,Chevrolet
914834,920201,28991,2016,33261,Kia
414868,420235,11995,2008,134465,Buick
838672,844039,23995,2012,26063,INFINITI
1114135,1129264,15480,2015,16550,Toyota
384602,389969,5734,2009,106089,Hyundai
1212917,1229710,6988,2004,162303,Volvo
459307,464674,16495,2015,53853,Chevrolet
744332,749699,12995,2015,70570,Honda
996258,1001626,23995,2016,4778,MINI
463513,468880,20495,2016,30927,Chevrolet
601608,606975,10995,2015,41195,Ford
659571,664938,31100,2017,15576,Ford
1094633,1109762,16731,2015,43218,Subaru
882377,887744,35995,2016,19473,Jeep
1182013,1198697,39335,2016,18355,Toyota
862336,867703,13990,2011,91148,Jeep
106626,106627,31800,2015,19383,Chevrolet
667159,672526,25000,2013,69966,Ford
556114,561481,3029,2005,187541,Chrysler
41313,41314,24950,2014,46354,Ford
327408,331458,7997,2009,166242,Toyota
483922,489289,24400,2017,24070,Chevrolet
117436,117437,21995,2014,17667,Chevrolet
467866,473233,13997,2016,24127,Chevrolet
408602,413969,17414,2015,40401,Buick
918603,923970,25995,2010,77626,Land
22332,22333,57636,2017,3007,Ford
471644,477011,9585,2012,88367,Chevrolet
179885,179886,139990,2014,19339,Aston
435650,441017,79000,2017,6258,Cadillac
250670,250671,22990,2014,38617,Mazda
609805,615172,12995,2014,13248,Ford
179316,179317,33493,2017,8040,Audi
880342,885709,22987,2011,99981,Jeep
598205,603572,8983,2014,41888,Ford
637818,643185,23599,2016,29566,Ford
790815,796182,29998,2015,47677,Honda
1092351,1107480,12948,2016,14496,smart
312541,316591,13800,2016,15012,Toyota
1092249,1107378,7998,2014,38854,smart
921698,927065,15467,2011,60884,Lexus
1169590,1186126,16995,2008,125420,Toyota
590584,595951,21616,2005,176138,Dodge
819887,825254,17990,2016,43660,Hyundai
147528,147529,9999,2011,100334,Buick
400288,405655,34992,2015,31593,INFINITI
407998,413365,13450,2014,60842,Buick
1170348,1186904,22981,2015,44157,Toyota
125211,125212,13582,2013,82327,Chevrolet
311228,315278,24700,2016,49730,Subaru
696952,702319,41750,2016,51556,Ford
1181236,1197909,33970,2014,75468,Toyota
553891,559258,21290,2016,6567,Chrysler
1173196,1189783,30995,2015,30447,Toyota
124403,124404,14988,2013,59732,Chevrolet
807746,813113,5965,2009,114239,Hyundai
752234,757601,12695,2015,49317,Honda
231431,231432,24960,2012,114431,Land
817527,822894,18599,2017,32699,Hyundai
428327,433694,30492,2015,37489,Cadillac
15505,15506,9995,2008,170000,GMC
903628,908995,15388,2016,26414,Kia
293255,293256,30995,2016,2814,Nissan
907983,913350,21000,2017,45426,Kia
4859,4860,11800,2012,52431,Honda
195553,195554,17049,2008,96078,Audi
805528,810895,17330,2015,24584,Hyundai
1112451,1127580,10500,2014,32478,Toyota
1210144,1226936,11991,2010,82589,Volkswagen
677927,683294,29866,2014,53188,Ford
987868,993236,52880,2017,7962,Mercedes-Benz
292970,292971,19568,2013,54252,Nissan
39014,39015,3999,2007,91043,Ford
1072635,1078003,26995,2007,58454,Porsche
992932,998300,14995,2015,29591,MINI
841122,846489,29986,2013,115755,INFINITI
323738,327788,18994,2016,53794,Toyota
1071472,1076840,3988,2005,160500,Pontiac
590735,596102,21995,2006,84197,Dodge
937124,942491,34949,2015,49996,Lexus
581946,587313,29750,2015,20610,Dodge
105932,105933,28941,2014,38242,Chevrolet
852177,857544,15781,2016,15842,Jeep
340383,345507,29768,2015,26964,Toyota
772748,778115,12095,2010,119528,Honda
935438,940805,33885,2015,44904,Lexus
137810,137811,54988,2015,35860,Cadillac
66065,66066,14351,2015,41910,Ford
68448,68449,11932,2014,32225,FIAT
1196469,1213257,15885,2014,27391,Volkswagen
80765,80766,18197,2016,11430,Dodge
117263,117264,20995,2014,29119,Chevrolet
128882,128883,19988,2016,17592,Chevrolet
849989,855356,13991,2015,21490,Jeep
575102,580469,7995,2005,46228,Dodge
1157294,1173089,21695,2014,69984,Toyota
626514,631881,16500,2015,51179,Ford
614062,619429,16989,2016,12918,Ford
623792,629159,16995,2014,40908,Ford
792144,797511,15887,2014,34595,Hyundai
427317,432684,29888,2016,33953,Cadillac
250342,250343,2988,2003,168568,Mazda
101031,101032,13499,2008,172186,Chevrolet
953121,958489,15999,2016,37573,Mazda
1135862,1150991,9970,2011,89341,Toyota
1044106,1049474,14995,2008,78077,Nissan
336657,341352,14195,2009,114196,Toyota
478565,483932,14995,2011,60236,Chevrolet
335420,339925,21988,2013,60696,Toyota
108064,108065,27108,2014,56218,Chevrolet
384975,390342,8250,2012,85121,Hyundai
175071,175072,26990,2011,79921,Audi
455130,460497,10995,2011,57907,Chevrolet
793014,798381,13500,2017,38475,Hyundai
939854,945222,45293,2016,19064,Lexus
1014139,1019507,12790,2014,14387,Nissan
1137201,1152330,13395,2009,85101,Toyota
400228,405595,31850,2017,15500,INFINITI
751163,756530,15599,2014,57083,Honda
1066114,1071482,34996,2016,29156,Nissan
979785,985153,15995,2003,51281,Mercedes-Benz
112504,112505,13608,2008,96521,Chevrolet
224939,224940,17777,2016,45389,Kia
622641,628008,14490,2013,58860,Ford
292757,292758,17999,2011,104019,Nissan
1123950,1139079,13912,2014,55919,Toyota
1096234,1111363,16990,2013,41692,Subaru
1028690,1034058,22326,2017,20228,Nissan
473310,478677,14395,2013,50861,Chevrolet
930,931,15000,2016,24799,Chevrolet
295684,295685,12900,2007,45189,Pontiac
21788,21789,52986,2016,2315,Ford
1204323,1221111,17900,2015,82842,Volkswagen
1137119,1152248,14900,2014,41723,Toyota
441381,446748,14500,2015,24881,Chevrolet
463045,468412,13991,2014,68581,Chevrolet
44248,44249,3875,2006,220842,Ford
72688,72689,22495,2014,51835,Dodge
1190396,1207184,12800,2014,45238,Volkswagen
271939,271940,7999,2012,101611,Nissan
234995,234996,25190,2014,28450,Lexus
790934,796301,34714,2009,11588,Honda
928731,934098,30500,2015,24470,Lexus
884336,889703,39130,2016,19215,Jeep
1216122,1232915,49999,2016,32162,Volvo
1085606,1099173,31995,2012,90950,Ram
1056956,1062324,13985,2016,1559,Nissan
1051049,1056417,22989,2017,1521,Nissan
394900,400267,7990,2012,99912,Hyundai
1023016,1028384,12999,2013,92612,Nissan
195715,195716,37406,2015,47712,Audi
180446,180447,29900,2015,63255,Acura
420679,426046,5000,2004,138133,Cadillac
600252,605619,6995,2008,59422,Ford
41664,41665,18997,2012,97335,Ford
628826,634193,9795,2010,101642,Ford
271386,271387,11868,2016,3297,Nissan
307485,311535,20587,2015,31626,Subaru
373441,378808,14999,2010,103393,Honda
551252,556619,8999,2011,126202,Chrysler
392771,398138,9700,2008,75656,Hyundai
1124581,1139710,12488,2014,70214,Toyota
1169405,1185933,31631,2014,29473,Toyota
1140555,1155685,4484,2001,86373,Toyota
944029,949397,19495,2013,62622,Lincoln
348430,353793,34747,2016,21342,Toyota
1073784,1079152,28888,2009,77212,Porsche
789867,795234,38998,2016,19753,Honda
1207358,1224150,15899,2014,56237,Volkswagen
731906,737273,20000,2012,82454,GMC
288711,288712,7400,2007,101608,Nissan
685961,691328,34995,2013,26433,Ford
252066,252067,14989,2010,84782,Mercedes-Benz
721010,726377,22500,2010,76800,GMC
819495,824862,12888,2014,104326,Hyundai
1102089,1117218,21984,2008,49962,Subaru
1139877,1155007,18789,2014,35647,Toyota
1167593,1184074,20766,2015,12028,Toyota
773421,778788,13599,2012,122069,Honda
67921,67922,12195,2014,28237,Ford
1086688,1101115,44995,2016,7125,Ram
394892,400259,24900,2014,12610,Hyundai
